"D","d18Oc","YEARMARKER","mean.day","se.day","mean.GR","se.GR","year","day_new","day_new_lower","day_new_upper"
17.8,-1.38,0,3766.631686,7.846909464,0.007068542832,0.000385149267,10,3760.50458508012,3722.93310098171,3795.48996635452
18,-1.64,0,3799.495894,6.344009933,0.007166115844,0.000498789162,10,3795.50137703595,3757.41744151763,3830.65711446614
18.2,-1.59,0,3855.273226,9.194539096,0.007261759366,0.000558679632,10,3830.00944529728,3791.37515113389,3865.4576128167
18.4,-1.56,0,3861.337887,9.804404738,0.006105943559,0.000522450317,10,3871.11755940097,3832.61958702255,3906.66969366723
18.6,-1.23,0,3911.127649,7.736391057,0.004731506358,0.000445540567,10,3924.18047660564,3886.55521428348,3959.29270442178
18.8,-0.8,0,3964.686792,9.909617934,0.004635491441,0.000661923923,10,3979.15366393605,3944.36452003183,4012.19770650437
19,-0.49,1,4026.71486,5.702643461,0.005698162194,0.000926329156,11,4021.46818639177,3983.58920457458,4058.16780499224
19.2,-1.09,0,4055.871541,14.6579039,0.01304926092,0.00093798282,11,4039.63674497668,3999.5421179568,4077.54193011832
19.4,-0.92,0,4078.369708,14.94867764,0.009354675638,0.001024424027,11,4065.08729719178,4021.34929697268,4104.4570004217
19.6,-0.86,0,4082.302895,21.20229895,0.01169342271,0.001539656007,11,4085.63862967242,4038.58450245025,4126.42782432672
19.8,-1.49,0,4151.050957,22.87142634,0.003494385386,0.001418941431,11,4162.26333605355,4112.60144805115,4223.93321213158
20,-1.5,0,4215.283867,12.66453183,0.006329949566,0.000713438068,11,4200.01359447201,4150.21936608539,4253.76768652541
20.2,-1.33,0,4258.690653,8.719274292,0.003794293294,0.000981589854,11,4265.74454857253,4224.27960516133,4304.97541900537
20.4,-0.96,0,4280.192671,16.5430246,0.007343351713,0.001374038506,11,4299.05867472966,4262.28715485808,4334.34344586206
20.6,-0.85,0,4309.743685,12.3339682,0.01012937301,0.000507827742,11,4322.37602863572,4287.0025640601,4355.91145566353
20.8,-0.67,0,4319.877315,9.996923691,0.01095672195,0.001163231971,11,4344.15366393605,4309.36452003183,4377.19770650437
21,-0.24,1,4371.300956,0,0,0,12,4395.57730493605,4360.78816103183,4428.62134750437
